                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 4.1553,                 5.2034,                 2.5288,                0.00092,                0.22222,                0.00072,                0.00019,                 4.6856,                 4.7308,                 2.3769,               0.070429,              0.0032857,              0.0032857
